Question ID,Question Number,Question Content,Image,User
f3794,2,Which boat is the most expensive?,250916,f430
f3795,1,What exactly is this used for?,50658,f429
f3796,2,Where would the Captain sit?,50658,f429
f3797,1,What is the purpose of this item?,431625,f401
f3798,2,Is this object lightweight?,431625,f401
f3799,1,What brand of snowboard is that?,480026,f428
f3800,2,Where is he snowboarding?,480026,f428
f3801,1,How old was this person when they were first introduced to kite flying?,53275,f400
f3802,2,Where are they?,53275,f400
f3803,1,What do you think the truck is hauling?,447795,f406
f3804,2,Do you think this is a gas vehicle or a diesel?,447795,f406
f3805,1,Who is calling you that you look so excited?,484277,f423
f3806,2,Did you get some good news?,484277,f423
f3807,1,Do you think all sports players are aggressive?,14502,f413
f3808,2,Does sports wear affect sportsmen's performance?,14502,f413
f3809,1,Where is this restaurant located?,28797,f410
f3810,2,What is the older man in the background thinking?,28797,f410
f3811,1,What vegetables do you think babies should eat?,53897,f422
f3812,2,Do you like broccoli?,53897,f422
f3813,1,Is this store open 24 hours?,107705,f421
f3814,2,What do they sell in this store?,107705,f421
f3815,1,Is it ballet or tennis?,151927,f404
f3816,2,How long could you hold this pose?,151927,f404
f3817,1,Ever wonder just what is packed in the multi suitcases a person carries on a vacation?,202076,f415
f3818,2,Do you think the worker gets paid a living wage for doing this type of work?,202076,f415
f3819,1,Explain what you think is getting ready to happen in this scene.,423247,f416
f3820,2,Which person is the horse's trainer and explain why you believe this.,423247,f416
f3821,1,What kind of motorcycle is that?,442321,f428
f3822,2,How long has he been riding motorcycles?,442321,f428
f3823,1,Is this a beach at a lake or the ocean?,80426,f436
f3824,2,I that the mans daughter at the waters edge?,80426,f436
f3825,1,Are they playing singles or doubles?,528870,f419
f3826,2,Is this for fun or are they taking lessons?,528870,f419
f3827,1,Is the future looking for bleak or optimistic?,23951,f417
f3828,2,"Since technology is fragile and doesn't age well, will our times be a dark age for future historians?",23951,f417
f3829,1,Why is this person riding a motorbike that looks much too small?,302236,f430
f3830,2,Is this person competing in a competition of some kind?,302236,f430
f3831,1,How do you think the cow feels in this picture?,393503,f422
f3832,2,Do you drink milk?,393503,f422
f3833,1,What are they doing?,36439,f425
f3834,2,Is that a party?,36439,f425
f3835,1,Where was this picture taken?,254101,f420
f3836,2,What sort of person owns this building?,254101,f420
f3837,1,What kind of foods to giraffes eat?,110084,f426
f3838,2,Do you think that giraffes are happy in captivity?,110084,f426
f3839,1,What are these soldiers about to eat?,446141,f410
f3840,2,Why are these soldiers all smiling?,446141,f410
f3841,1,Do these people know each other?,518157,f419
f3842,2,Why is the guy so dressed up for skateboarding?,518157,f419
f3843,1,Who is she talking to on the phone?,547764,f412
f3844,2,What is she doing on the computer?,547764,f412
f3845,1,Do you think the dog was meant to be on the boat?,103581,f418
f3846,2,What do you think the man thinks about the dog being on the boat?,103581,f418
f3847,1,Can you smell the rodeo?,544261,f397
f3848,2,Do you think the horse is enjoying the experience?,544261,f397
f3849,1,What exactly is this man doing with a pole in his hand on a board?,149036,f434
f3850,2,Is this a sport this man is doing or something else?,149036,f434
f3851,1,Whos house is that?,433296,f428
f3852,2,Are those two women realted?,433296,f428
f3853,1,Why are the sidewalks so deserted?,189129,f406
f3854,2,Do you think the dog is going to go around the man and trip him with his leash?,189129,f406
f3855,1,Is horse racing cruel to the animals?,423247,f427
f3856,2,"Do horses have an understanding of a ""race"", a sense of winning and losing?",423247,f427
f3857,1,How much does this dog resent being dressed up?,36439,f430
f3858,2,Why does grandma hate her dog so much?,36439,f430
f3859,1,Why are only a few paying attention to the cutting of the cake?,269561,f429
f3860,2,What else is so interesting to the others not to be paying attention?,269561,f429
f3861,1,What kinds of activities do you enjoy doing with your parents when you were growing up?,212887,f426
f3862,2,Do you know any tricks on keeping a kite up in the sky?,212887,f426
f3863,1,How old is the baby zebra?,473587,f430
f3864,2,Where is the baby zebra's mother?,473587,f430
f3865,1,Are they sisters playing the game?,462037,f436
f3866,2,What game are the two girls playing?,462037,f436
f3867,1,what are they going  to make to  eat?,468518,f425
f3868,2,are those two related?,468518,f425
f3869,1,What do you think will happen if the man sees the fin of a shark?,467068,f415
f3870,2,How windy do you think it is to cause these waves?,467068,f415
f3873,1,Was the dog in the picture adopted or was it bought at a pet store?,334616,f421
f3874,2,Does the woman in this picture work in the medical field or the education field?,334616,f421
f3875,1,What do you think happened in the next 20 seconds after this photo was taken?,435011,f416
f3876,2,What do you think the boy is thinking?,435011,f416
f3877,1,Are the lights in the room broken or malfunctioning?,53897,f414
f3878,2,Is the broccoli frozen or fresh?,53897,f414
f3879,1,What is he eating?,135369,f412
f3880,2,What is he observing?,135369,f412
f3881,1,What are these young people doing?,493114,f410
f3882,2,Why is there a cartoon on the screen?,493114,f410
f3883,1,Does the driver of the motorcycle own the bike?,54286,f441
f3884,2,How long has the motorcycle driver been driving motorcycles?,54286,f441
f3885,1,"If you were to go on an exotic vacation to Africa, what kind of things would you want to see/do?",66406,f426
f3886,2,What are ways that we can care for young animals in the wild?,66406,f426
f3887,1,What city is this man visiting?,542832,f436
f3888,2,What is the woman selling?,542832,f436
f3889,1,Do you think this man ever gets scared?,149036,f439
f3890,2,Do you think the suit this man is wearing would protect him from a shark bite?,149036,f439
f3891,1,Why take a picture of yourself in a mirror?,555101,f429
f3892,2,What exactly are we suppose to be looking at in this picture?,555101,f429
f3893,1,why do you think they are reacting they way they are?,86560,f424
f3894,2,who do you think is talking to them?,86560,f424
f3895,1,Who is shooting the arrows?,369452,f421
f3896,2,What is in the orange box?,369452,f421
f3897,1,Is this some sort of camera the male is holding?,168083,f434
f3898,2,Are these two people related or lovers?,168083,f434
f3899,1,Do you think the man is lowering something or raising something in the container?,568640,f418
f3900,2,Do you think this is a food product he is tending to?,568640,f418
f3901,1,Are these girls cooperating or competing?,462037,f444
f3902,2,Are they learning real-life skills or only playing?,462037,f444
f3903,1,What is the population of this bird in this area?,26504,f443
f3904,2,Do you have to obtain a hunting license in this country?,26504,f443
f3905,1,Who are these men?,363957,f445
f3906,2,What event are they preparing for?,363957,f445
f3907,1,Are they commuting to work?,298008,f441
f3908,2,Are the two on the scooter related to each other?,298008,f441
f3911,1,How high up is this skier,228783,f438
f3912,2,What is the building in the background,228783,f438
f3913,1,Which one is the best surfer?,563617,f425
f3914,2,What is the name of that beach?,563617,f425
f3915,1,Ever wonder why a store would mix up rustic wooden benches with modern red plastic seats?,512625,f415
f3916,2,Is the lady posing for the picture or is she tired of walking?,512625,f415
f3917,1,What are they watching on TV?,267048,f445
f3918,2,Are they playing a video game?,267048,f445
f3919,1,Where is the truck going?,270716,f412
f3920,2,What is the temperature outside?,270716,f412
f3921,1,Is the young woman happy with what she is reading?,122631,f414
f3922,2,Is the woman using a QR Code to decide what she wants to eat?,122631,f414
f3923,1,Name some important people in your life that you looked up to as a kid,441633,f426
f3924,2,What were your favorite hobbies as a kid?,441633,f426
f3925,1,How long will the kite stay in the air?,409681,f420
f3926,2,Will others come and fly their kites as well?,409681,f420
f3927,1,How old is the skier?,228783,f441
f3928,2,Is the skier going to land the jump?,228783,f441
f3929,1,What year do you think this photo was taken?,456987,f433
f3930,2,Could this be a photo from a school yearbook?,456987,f433
f3931,1,Is this person an elephant trainer?,201342,f443
f3932,2,Was this elephant rescued from a circus?,201342,f443
f3933,1,How are these two men related to each other?,327369,f416
f3934,2,Explain who won the match and why you think this.,327369,f416
f3935,1,Are these two men related (father and son)?,327369,f447
f3936,2,Did they just finish playing a game of tennis?,327369,f447
f3937,1,Where have all the guests gone?,344157,f444
f3938,2,Are the bride and groom happy with their finished cake?,344157,f444
f3939,1,How many donuts did the box contain originally?,107147,f418
f3940,2,Which type of donut(s) have been eaten?,107147,f418
f3941,1,Is this man about to fall off his surfboard?,307817,f434
f3942,2,Where is this area where the water is so dirty?,307817,f434
f3943,1,Are the dogs friendly?,190718,f448
f3944,2,Are the dogs service dogs?,190718,f448
f3945,1,"Considering the age of the kid, are these types of celebrations more for the family than the kid?",269561,f427
f3946,2,Should siblings also receive a small gift when it is not their birthday or is that creating some strange sense of entitlement? ,269561,f427
f3947,1,What is the gentleman looking at?,290136,f429
f3948,2,Where is the owner of the dog?,290136,f429
f3949,1,What are the couple taking pictures of?,180354,f445
f3950,2,Are they even a couple?,180354,f445
f3951,1,Do you have any special tips for packing your bags before a trip?,337536,f426
f3952,2,What is the best way to fold t-shirts?,337536,f426
f3953,1,What Park is this?,517362,f412
f3954,2,How old is the little girl?,517362,f412
f3955,1,Do the beach goers know the kite boarder?,369598,f441
f3956,2,How fast is the wind blowing?,369598,f441
f3957,1,What is the emotional intelligence level of this man? ,199469,f437
f3958,2,In is the overall demeanor of this man? ,199469,f437
f3959,1,Why does teddy get the pillow?,326048,f404
f3960,2,"What time is naptime for toys?
",326048,f404
f3961,1,Is this a personal bathroom or at a resort?,571136,f436
f3962,2,Is that a shower where the stone is?,571136,f436
f3963,1,Where do these flowers grow best?,147716,f448
f3964,2,How often do these flowers bloom?,147716,f448
f3965,1,Did they win the competition? ,512838,f425
f3966,2,How long have they been competing?,512838,f425
f3967,1,Where was this photo taken?,381547,f445
